Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Edition;Titre du projet lauréat;Thématique;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet
8692;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001207;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8692&portlet_id=158;2019;Un laboratoire citoyen pour l'environnement et la santé;Environnement;Direction de l’Attractivité et de l’Emploi;200000;Budget participatif d’arrondissement;226 rue Saint-Denis;75002;Non;ABANDONNÉ;;;;;;
8868;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001165;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8868&portlet_id=158;2019;Restauration de statuaires et de vitraux à l’église Saint-Sulpice;Culture et patrimoine;Direction des Affaires Culturelles;100000;Budget participatif d’arrondissement;2 rue Palatine;75006;Non;FIN;2020-01;2020-05;2020-09;2020-12;2020-12;
8805;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001478;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8805&portlet_id=158;2019;Des laveuses pour les trottoirs du 15e;Propreté;Direction de la Propreté et de l’Eau;100000;Budget participatif d’arrondissement;24 rue des Quatre-Frères Peignot;75015;Non;FIN;2019-11;;;2022-11;2022-11;
8800;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001186;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8800&portlet_id=158;2019;A bas les rats;Propreté;;200000;Budget participatif d’arrondissement;Square Saint-Lambert;75015;Non;ETUDES;2020-01;;;;;
8717;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000818;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8717&portlet_id=158;2019;Réaménagement de l'aire de jeux pour enfants du jardin du Ranelagh;Cadre de vie;Direction des Espaces Verts et de l’Environnement;200000;Budget participatif d’arrondissement;jardin du Ranelagh;75016;Non;FIN;2020-01;2021-06;2021-08;2022-01;2021-12;
8778;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001428;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8778&portlet_id=158;2019;Commémorer la Commune de Paris;Culture et patrimoine;Direction des Affaires Culturelles;50000;Budget participatif d’arrondissement;11 rue de la Ferme de Savy;75020;Oui;FIN;2020-01;2020-10;2021-04;2021-05;2021-05;
8844;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=000750;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8844&portlet_id=158;2019;Faire respecter les limitations de vitesse rue de l'Ourcq;Prévention et sécurité;Direction de la Voirie et des Déplacements;90000;Budget participatif d’arrondissement;Rue de l'Ourcq;75019;Oui;FIN;2019-11;;2020-07;2023-12;2023-10;
8558;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002239;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8558&portlet_id=158;2019;Sécurisons les voies piétonnes et cyclables du quai de Jemmapes;Prévention et sécurité;Direction de la Voirie et des Déplacements;70000;Budget participatif d’arrondissement;174 quai de Jemmapes;75010;Oui;TRAVAUX;2020-01;;2024-02;2026-03;;
8610;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001053;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8610&portlet_id=158;2019;Un potager culturel pour une mixité des usages et des habitants;Environnement;Direction des Espaces Verts et de l’Environnement;390000;Budget participatif d’arrondissement;Maison des métallos;75011;Oui;PROCEDURES;2019-10;2021-03;;2024-12;;
2490;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003275;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2490&portlet_id=158;2016;Une boîte à livres sur l'espace public;Culture et patrimoine;Direction de l’Attractivité et de l’Emploi;10000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Non;FIN;2017-01;;;2019-10;2019-10;
8857;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002293;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8857&portlet_id=158;2019;Compléter et moderniser le matériel des écoles du 19e;Education et jeunesse;Direction des Affaires Scolaires;115000;Budget participatif d’arrondissement;mairie du 19e Arrondissement;75019;Oui;FIN;2020-01;2020-06;2020-07;2021-02;2021-10;
2699;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002878;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2699&portlet_id=158;2016;Des boîtes à jouer et des ludothèques dans les écoles des quartiers populaires;Education et jeunesse;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Oui;FIN;2017-01;2017-08;2018-01;2019-06;2020-10;
8485;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002230;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8485&portlet_id=158;2019;Un mur végétalisé au croisement des rues Blancs Manteaux et Archives;Cadre de vie;Direction des Espaces Verts et de l’Environnement;30000;Budget participatif d’arrondissement;38 rue des Archives;75123;Non;FIN;2020-01;2020-05;2020-10;2020-10;2020-10;
1829;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1829&portlet_id=158;2015;Rénovation des sanitaires dans des établissements scolaires du 16e arrondissement;Education et jeunesse;Direction des Affaires Scolaires;425000;Budget participatif d’arrondissement;71 Avenue Henri Martin;75116;Non;FIN;2016-03;2016-05;2018-04;2018-04;2019-03;
3795;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002785;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3795&portlet_id=158;2017;#SousLesPavésDesFleurs;Environnement;Direction des Espaces Verts et de l’Environnement;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;LIVRAISON;2017-11;2018-03;2018-06;2018-10;;
8875;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002311;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8875&portlet_id=158;2019;Lutter contre toutes les pollutions;Environnement;Direction des Espaces Verts et de l’Environnement;3000000;Budget participatif parisien;place de l'Hotel de Ville-Esplanade de la Libération;75004;Non;LIVRAISON;2019-12;;2022-01;2021-06;;
9968;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002595;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9968&portlet_id=158;2021;Un 20eme plus vert;Environnement;Direction des Espaces Verts et de l’Environnement;1120000;Budget participatif d’arrondissement;mairie du 20e Arrondissement;75020;Non;LIVRAISON;2021-10;2021-10;;2022-12;;
10616;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001737;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10616&portlet_id=158;2022;Un espace public pacifié et adapté à tous;Cadre de vie;Direction de la Voirie et des Déplacements;170000;Budget participatif d’arrondissement;;75015;Non;LIVRAISON;2022-10;;;2023-12;;
10617;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001736;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10617&portlet_id=158;2022;Favoriser la pratique sportive dans le 15e;Sport;Direction de la Jeunesse et des Sports;1900000;Budget participatif d’arrondissement;;75015;Non;LIVRAISON;2022-10;;2023-07;2023-09;;
10530;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001632;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10530&portlet_id=158;2022;Rénovons les écoles du 17ème !;Education et jeunesse;Direction des Affaires Scolaires;2000000;Budget participatif d’arrondissement;16.20 rue des batignolles;75017;Non;LIVRAISON;2022-10;2023-03;2023-08;2023-10;;
10514;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001007;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10514&portlet_id=158;2022;Végétaliser et rafraîchir les cours des écoles et collèges;Education et jeunesse;Direction des Affaires Scolaires;1500000;Budget participatif d’arrondissement;1 place d'Italie;75013;Non;LIVRAISON;2023-04;2024-04;2026-07;2023-12;;
11222;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001258;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11222&portlet_id=158;2023;Equiper en vélos cargos l'association de secourisme FFSS75;Solidarités;;10000;Budget participatif d’arrondissement;72 Rue du Faubourg Saint-Martin;75010;Non;(non démarré);;;;;;
11032;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=000837;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11032&portlet_id=158;2023;Embellir le jardin partagé Louis Blanc et installer une pergola;Environnement;Direction des Espaces Verts et de l’Environnement;25000;Budget participatif d’arrondissement;13 rue Louis Blanc;75010;Oui;(non démarré);;;;;;
11235;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=000848;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11235&portlet_id=158;2023;Créer une bibliothèque à l'école maternelle du Parc des Princes;Education et jeunesse;Direction des Affaires Scolaires;15000;Budget participatif d’arrondissement;27 avenue du Parc des Princes;75016;Non;PROCEDURES;2023-11;2024-02;2024-08;2024-12;;
11144;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001824;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11144&portlet_id=158;2023;Equipements sportifs vertueux : sobriété et vélo;Mobilités;Direction de la Jeunesse et des Sports;660000;Budget participatif d’arrondissement;16 rue des Batignolles;75017;Non;ETUDES;2023-11;;;;;
6406;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001852;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6406&portlet_id=158;2018;Des cantines agréables pour les élèves en quartiers populaires;Education et jeunesse;Direction des Affaires Scolaires;600000;Budget participatif d’arrondissement;105b rue de l'Ourcq;75019;Oui;LIVRAISON;2019-01;2019-01;2019-02;2019-03;;
2610;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003623;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2610&portlet_id=158;2016;Pour un arrondissement « treize accessible » aux personnes en situation de handicap, à mobilité réduite;Mobilités;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2016-12;2017-05;2018-02;2018-03;2019-04;
3657;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002684;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3657&portlet_id=158;2017;Extension de la surface d'escalade intérieure et extérieure au gymnase Marie Paradis;Sport;Direction de la Jeunesse et des Sports;400000;Budget participatif d’arrondissement;5 Rue Léon Schwartzenberg;75010;Oui;FIN;2017-12;2018-07;2018-10;2018-12;2020-09;
6347;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000947;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6347&portlet_id=158;2018;Espoir pour la vie quotidienne au sein du CHRS Charonne;Solidarités;;55000;Budget participatif d’arrondissement;43 boulevard de Charonne;75011;Non;LIVRAISON;2019-08;2020-03;2020-06;2021-09;;
6055;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001057;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6055&portlet_id=158;2018;Des jeux accessibles à tous;Education et jeunesse;Direction des Espaces Verts et de l’Environnement;200000;Budget participatif d’arrondissement;Square Saint-Lambert;75015;Non;PROCEDURES;2019-01;2021-02;2024-10;2024-12;;
6045;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002133;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6045&portlet_id=158;2018;Modernisation de la piscine Aspirant Dunand;Sport;Direction de la Jeunesse et des Sports;550000;Budget participatif d’arrondissement;20 rue Saillard;75014;Non;PROCEDURES;2018-11;2019-06;;;;
6287;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002128;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6287&portlet_id=158;2018;De nouvelles toilettes publiques à Aligre et à Bercy;Propreté;Direction des Espaces Verts et de l’Environnement;210000;Budget participatif d’arrondissement;place d'Aligre;75012;Non;PROCEDURES;2021-01;2020-01;;;;
6178;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001179;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6178&portlet_id=158;2018;Des toilettes en plus dans l'espace public et les jardins;Propreté;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;FIN;2018-10;2019-03;2019-06;2019-12;2020-04;
2208;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2208&portlet_id=158;2014;Reconquête urbaine;Cadre de vie;Direction de la Démocratie, des Citoyens et des Territoires;1500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Oui;FIN;2015-01;2015-06;2015-07;2017-10;2017-10;
1462;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1462&portlet_id=158;2015;Aménager le trottoir au croisement des rues Guy Môquet et Davy;Cadre de vie;Direction de la Voirie et des Déplacements;13000;Budget participatif d’arrondissement;25 Rue Guy Môquet;75017;Non;FIN;2016-04;2016-12;2017-05;2017-06;2017-06;
1509;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1509&portlet_id=158;2015;Fresque dans le square Bidault;Cadre de vie;Direction des Affaires Culturelles;15000;Budget participatif d’arrondissement;16 Rue de la Lune;75002;Non;ABANDONNÉ;;;;;;
1641;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1641&portlet_id=158;2015;Éclairage multicolore pour le canal de l'Ourcq;Cadre de vie;Direction de la Voirie et des Déplacements;50000;Budget participatif d’arrondissement;Quai de l'Oise;75019;Oui;FIN;2016-02;2016-03;2016-07;2016-08;2016-08;
1657;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1657&portlet_id=158;2015;Réaménager des abris bois existants dans le parc des Buttes-Chaumont;Environnement;Direction des Espaces Verts et de l’Environnement;50000;Budget participatif d’arrondissement;PARC DES BUTTES CHAUMONT;75019;Non;FIN;2016-02;2018-12;2019-09;2021-03;2021-03;
1814;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1814&portlet_id=158;2015;Végétalisation d'un mur rue de la Folie-Méricourt;Cadre de vie;Direction des Espaces Verts et de l’Environnement;3000;Budget participatif d’arrondissement;49 Rue de la Folie-Méricourt;75011;Non;FIN;2016-03;2016-04;2016-05;2016-06;2016-06;
1867;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1867&portlet_id=158;2015;Végétalisation des rues Joseph Dijon et Versigny et suppression d'une file de stationnement;Cadre de vie;Direction de la Voirie et des Déplacements;700000;Budget participatif d’arrondissement;22 Rue Joseph Dijon;75018;Non;FIN;2016-04;2016-10;2018-09;2021-06;2021-06;
1899;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1899&portlet_id=158;2015;Montmartre accessible à tous;Mobilités;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;SQUARE LOUISE MICHEL;75018;Non;FIN;2016-02;2016-10;2017-01;2017-03;2017-03;
2085;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2085&portlet_id=158;2015;Liaison cyclable entre le boulevard de la Bastille et la rue Jules César;Mobilités;Direction de la Voirie et des Déplacements;15000;Budget participatif d’arrondissement;2 Rue Jules César;75012;Non;FIN;2016-04;2016-06;2016-09;2016-11;2016-11;
2337;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002360;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2337&portlet_id=158;2016;Jardin pédagogique et énergie positive à l’école Saint-Martin;Environnement;Direction des Affaires Scolaires;300000;Budget participatif d’arrondissement;211 Rue Saint-Martin;75003;Non;FIN;2017-06;2017-09;2018-07;2019-05;2019-05;
2347;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003066;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2347&portlet_id=158;2016;Une « Bricothèque » pour notre quartier - Emprunt d'outils et bricolage;Solidarités;Direction de l’Attractivité et de l’Emploi;15000;Budget participatif d’arrondissement;58 Rue du Vertbois;75003;Non;FIN;2017-03;2017-05;2017-11;2018-01;2018-01;
2925;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000854;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2925&portlet_id=158;2016;Une miellerie au 33 rue des Vignoles;Environnement;Direction des Espaces Verts et de l’Environnement;40000;Budget participatif d’arrondissement;33 Rue des Vignoles;75020;Non;FIN;2017-03;2017-05;2018-07;2018-11;2018-11;
2637;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003051;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2637&portlet_id=158;2016;Des fresques pour embellir l'espace public;Solidarités;Direction des Affaires Culturelles;10000;Budget participatif d’arrondissement;SQUARE JEAN LECLAIRE;75017;Oui;ABANDONNÉ;;;;;;
2456;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000731;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2456&portlet_id=158;2016;Création d'une coulée verte dans l'avenue Denfert-Rochereau;Environnement;Direction des Espaces Verts et de l’Environnement;440000;Budget participatif d’arrondissement;Avenue Denfert-Rochereau;75014;Non;FIN;2017-07;2018-09;2019-08;2019-11;2019-11;
2542;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000319;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2542&portlet_id=158;2016;Végétalisation de la place de l'Odéon;Cadre de vie;Direction de la Voirie et des Déplacements;415000;Budget participatif d’arrondissement;Place de l'Odéon;75006;Non;ABANDONNÉ;;;;;;
